OIS_ID,BYG_ANVEND,KoorNord,KoorOest
4394585,120,6226370.65,606539.11
538427,220,6243558.85,585287.04
538428,220,6243557.35,585286.18
3232432,220,6243801.33,584787.86
517713,220,6250206,587305.38
537115,220,6249162.72,581437.27
2660273,220,6244631.7,576045.27
538421,120,6244599.67,585178.58
538523,120,6244556.6,585156.52
3804681,120,6244536.78,585251.9
3232104,120,6244650.89,585271.58
4378417,120,6244671.74,584909.09
537773,120,6244648.42,584937.15
2091604,120,6244731.9,584884.88
538726,120,6245023.07,584996.3
3232156,120,6244298.3,585076.44
3804737,120,6244290.79,585099.24
536634,120,6241638.5,581166.38
2091491,120,6244336.77,584946.04
536815,120,6244440.9,585147.06
3232057,120,6244831.09,585006.4
2659576,120,6244590.15,585224.48
1607088,120,6241299.72,587363.92
2870752,120,6240957.08,587368.65
2091795,120,6244421.29,585086.65
2659984,120,6244664.47,584916.15
2091870,120,6244724.06,585014.83
3232102,120,6244618.49,585267.19
1344274,120,6244844.73,584983.79
3232666,120,6244166.2,585028.91
2091493,120,6244203.51,585026.91
538288,120,6244025.14,584970.83
537404,120,6244256.56,585033.36
537406,120,6244238.53,585029.68
538293,120,6244068.89,584954.59
538290,120,6244115.84,584956.58
2660187,120,6244055.1,585015.35
3232669,120,6244030.23,585017.61
1549298,120,6243649.38,584847.88
2097900,0,0,0
2097897,0,0,0
2097582,0,0,0
2097567,0,0,0
2097887,0,0,0
2097890,0,0,0
2097580,0,0,0
2097581,0,0,0
2097579,0,0,0
2097574,0,0,0
2097570,0,0,0
2097566,0,0,0
2097896,0,0,0
2097569,0,0,0
2097889,0,0,0
2097565,0,0,0
2097895,0,0,0
2097893,0,0,0
2097575,0,0,0
2097578,0,0,0
2097885,0,0,0
1743056,0,0,0
1468642,0,0,0
1468645,0,0,0
1468646,0,0,0
1468647,0,0,0
2106363,0,0,0
3804606,920,6241955.88,581600.82
3232391,920,6242504.99,581606.45
519726,920,6252632.54,597215.6
1259309,920,6252445.44,597047.01
519415,920,6252697.7,596478.76
519407,920,6252699.7,596478.76
1590230,930,6242176.62,581747.18
537238,930,6249751.17,576918.02
1802108,930,6249557.23,597870.25
547621,920,6240694.99,591663.99
3801447,920,6240484.35,591606.75
4375639,920,6240098.5,591463.11
536646,910,6241585.94,581229.23
546000,930,6246788.88,589517.34
546621,930,6247365.41,589667.22
2383930,930,6245912.22,576422.52
2097729,930,6249670.93,591526.59
538793,920,6242258.44,580952.4
2877508,920,6242472.39,580840.3
2656631,920,6240346.22,591299.3
1270717,920,6250282.96,592600.05
519575,920,6249940.3,592593.05
3810844,920,6250048.23,592965.76
2415944,920,6250350.54,592988.87
2098018,920,6249730.92,592887.63
2372586,920,6249855.2,592339.9
518281,920,6249686.63,592903.48
519288,920,6249591.73,592350.58
3801480,920,6245870.75,589649.93
485014,920,6232704.97,603124.09
2088555,920,6240930.42,587031.02
547870,920,6241311.73,587335.56
548129,920,6241193.16,587069.49
4375498,920,6241070.2,587400.06
517873,320,6247167.27,597685.58
2098121,320,6247522.87,598213.1
3562141,920,6246819.79,598020.63
547841,920,6238979.19,598168.81
547843,920,6238977.67,598200.7
3232135,920,6243523.25,586510.2
2656575,920,6244666.69,590453.72
3232360,920,6244620.69,579121.55
3238967,920,6250611.2,587234.91
4375209,920,6238933.25,598045.16
539109,920,6242747.55,582088.7
2088217,920,6244721.86,590442.53
4373549,320,6240610.08,590966.07
2098390,930,6250340.84,596119.82
3803538,920,6250369.31,586811.32
2666505,920,6250297,587603.07
3811016,920,6250478.32,587581.55
517536,920,6250331.19,591373.07
2666854,530,6247346.92,597562.29
538417,910,6244588.89,585157.68
519974,910,6246586.01,593856.22
546176,910,6241060.21,587284.04
517284,910,6248141.78,592729.36
3801882,910,6246292.91,589567.75
547675,910,6244777.8,590487.85
3801694,910,6244616.78,590217.6
4375628,910,6245400.84,590404.35
2088165,910,6246140.65,589604.02
3239306,910,6250601.84,587444.05
2667006,910,6250544.89,587431.36
3811613,910,6250149.12,591257.25
518909,910,6250400.89,587507.42
2416843,910,6250411.13,587443.23
517542,910,6250844.91,587422.55
4384967,910,6250803.77,587347.54
1402253,910,6250791.9,587344.23
3239056,910,6252691.19,597375.8
3803533,910,6253364.33,596335.36
518356,910,6245474.96,601477.5
3811571,910,6247454.32,598092.2
4385365,910,6247505.38,597640.23
1402280,910,6247068.67,597224.17
3811604,910,6247416.36,597708.73
3239288,910,6247125.52,597708.25
519792,910,6246858.64,598004.46
2097549,910,6246869.08,597995.95
519520,910,6247247.27,597240.6
4375203,910,6238911.89,597986.32
491998,910,6227893.45,603771.8
491843,910,6228129.85,604207.77
2675518,910,6228174.99,604084.62
4378534,910,6250061.67,577166.65
2091819,910,6246622.3,583040.74
538443,910,6248869.74,584556.66
2108201,930,6234181.93,592498.48
2097894,0,0,0
2372574,130,6250063.88,592635.66
519619,130,6246801.45,597377.57
2870753,320,6240945.67,587357.09
3229116,320,6245229.39,590312.2
491807,120,6228065.26,603985.17
3811624,910,6246948.07,597515.93
3279701,120,6228076.57,604350.89
4393743,120,6228163.51,604254.71
2659869,120,6244399.05,584934.6
2659942,120,6244172.19,584978.09
4377986,120,6244457.66,584929.22
1590873,120,6244478.05,584928.7
537408,120,6244105.15,585021.67
538286,120,6244099.22,584997.47
2659716,210,6245645.23,581304.74
2659714,210,6245645.23,581306.64
537248,210,6249836.22,576796.57
4378630,210,6244787.36,579513.44
546116,210,6240543.28,592471.77
536826,120,6244353.06,585287.7
538557,120,6244515.72,585244.63
3804873,120,6244635.4,585016.96
2660330,120,6244577.71,585056.51
4378979,130,6241710.79,581229.97
3805143,130,6241695.88,581212.78
3805145,130,6241681.76,581196.34
4384541,920,6249661,592445.37
519192,910,6252752.18,601780.85
485414,0,0,0
1712286,0,0,0
3810813,920,6246891.23,597315.57
4385176,920,6249813.53,592851.01
2676026,420,6227458.32,604239.27
2676025,420,6227460.32,604239.27
2107284,420,6227421.46,603765.73
2107283,420,6227420.46,603766.73
2938062,910,6240715.94,591534.67
1745844,910,6241816,581150.65
518270,910,6249579.28,593066.23
519548,910,6250042.18,593136.16
3566623,910,6250304.74,592985.2
3811570,920,6247525.62,598023.32
519375,910,6249907.03,592739.5
4384836,910,6249585.86,592440.35
519651,910,6250226.42,593108.92
2091716,910,6245862.72,576461.78
2666328,910,6254016.89,594152.52
518392,910,6249624.39,592475.92
1248960,910,6240721.76,591140.88
3811072,910,6249540.73,592167.09
4385079,920,6247188.22,597754.76
1262112,920,6247168.77,597684.71
3811365,920,6247227.12,597686.91
537906,120,6242395.33,581550.53
537908,120,6242347.47,581458.2
536667,120,6242446.93,581589.16
2659584,910,6246335.43,574859.56
1438720,120,6242487.38,581994.68
3801869,120,6245731.38,589637.25
3229052,120,6245763.89,589781.06
2660160,910,6247160.25,578924.46
547910,910,6240247.11,591272.86
537983,120,6244163.06,585411.67
3228925,910,6238869.02,598041.71
3250760,910,6228602.68,604367.89
538703,230,6246265.65,576530.44
3232429,230,6244550.06,584798.56
3232430,230,6244548.06,584798.56
3232321,230,6243051.52,580481
538622,230,6239083,578983.9
546851,230,6240503.54,591702.54
3804872,230,6240938.65,581248.65
3232231,230,6246553.26,582801.08
2097844,230,6251887.6,603482.01
2088246,130,6240679.08,590741.29
547809,130,6240703.91,590754.67
1575053,120,6246457.82,589508.28
3801740,230,6240431.14,587874.94
2965967,230,6241999.57,598850.68
2659554,120,6244269.63,585232.43
3232227,120,6244025.53,585340.1
537996,120,6244046.23,585340.17
1429575,0,0,0
4701837,310,6244583.85,585043.26
3279631,140,6228720.76,604116.39
3279630,140,6228695.11,604221.12
2097614,310,6250568.02,587273.28
2666405,230,6244747.62,595512.67
2088642,920,6241541.02,587464.74
2656764,920,6241488.34,587529.65
3228953,130,6240723.06,590674.28
2088245,130,6240679.59,590681.87
547812,130,6240683.11,590715.51
3228740,120,6241157.19,587796.66
538486,120,6241310.53,580784.3
1791551,120,6241519.91,580911.6
538478,120,6241328.02,580828.78
538475,120,6241315.37,580854.47
2659807,120,6244103.07,584977.91
2098016,430,6249614.55,592886.59
2657011,430,6240573.08,591324.01
1736916,120,6244287.58,584950.37
538611,120,6244206.65,585525.43
3811106,120,6249915.53,592815.57
519543,120,6249818.82,592622.02
3228661,120,6240336.13,591019.63
547444,120,6240512.68,590947.04
3810848,120,6250826.35,587514.73
2091938,120,6241417.66,581501.06
2666392,120,6249822.26,592662.25
2091191,120,6241446.33,581340.5
3804948,120,6242815.81,581675.57
537607,120,6241468.05,581514.71
3805217,120,6241445,581547.91
537617,120,6241420.01,581608.28
536480,120,6242775.62,581498.07
3249567,930,6226906.52,588433.99
3232069,120,6241502.83,580880.04
547802,230,6240506.75,589952.66
2656893,220,6240196.25,591658.6
3804674,910,6241506.63,581344.31
4375390,930,6240881.74,590717.09
1817649,910,6244313.81,585449.91
2107810,140,6228724.06,604307.58
3811110,910,6249991.05,592842.94
2097476,910,6250010.56,592906.96
2942355,910,6249868.48,592814.49
2091504,910,6241475.87,580868.66
3811105,910,6252915.6,597112.3
3228691,910,6240267.28,591084.59
547612,910,6240610.46,591718.37
1803358,320,6240513.8,591564.9
3801496,910,6240236.36,591037.23
547042,910,6240778.18,591015.99
548225,910,6240032.92,591186.37
4378714,320,6244499.93,585031.49
2088423,210,6245212.09,589976.08
2678235,210,6234625.47,594130.1
488102,930,6226773.37,586812.82
519363,910,6252900.93,597087.8
517415,910,6249864.06,593079.95
518477,920,6247194.29,597629.72
538254,930,6241553.47,580950.17
519053,930,6249095.53,589974.35
547108,930,6246372.43,589651.69
519620,930,6246798.28,597367.72
2088328,930,6245628.42,589860.97
2097502,130,6246772.57,597389.43
536770,320,6242055.66,581655.92
3232018,910,6242616.29,580932.14
545951,910,6240041.46,591622.63
2666311,130,6249650.05,592237.41
2345304,130,6249628.73,592242.88
3232514,130,6242408.25,581844.03
1318800,130,6242442.9,581851.33
2872966,130,6241929.41,581741.44
538275,130,6241936.97,581204.71
538276,130,6241936.97,581206.61
538278,130,6241916.03,581212.33
538274,130,6241937.66,581205.66
538277,130,6241935.86,581205.07
538279,130,6241935.86,581206.25
536835,120,6244227.52,585353.77
1602542,120,6243700.98,585119.12
2667080,930,6245538.2,593358.36
4378965,930,6243157.34,586283.04
545881,930,6242157.11,591213.89
517258,930,6245825.36,593844.81
517257,930,6245826.36,593845.81
4384827,230,6249663.85,592563.15
3803528,930,6244655.2,603374.17
517772,930,6244831.09,603498.94
3803497,930,6246073.55,602027.48
3239361,930,6242553.45,598301.96
3239360,930,6242584.4,598290.32
518145,930,6243844.3,597191.38
517838,930,6243223.41,601914.03
518322,930,6247273.25,598701.84
2666602,930,6247280.17,598760.3
517453,930,6247436.38,598259.26
517454,930,6247438.38,598259.26
518253,930,6247278.61,597993.48
1411362,930,6247529.82,598075.4
517448,930,6247476.46,598222.73
4394589,930,6226390.58,606569.7
4394586,930,6226369.65,606538.11
3239399,930,6247116.14,598493.85
3239075,930,6247179.08,598672.14
3239025,930,6248011.59,592539.86
537675,930,6242665.38,584667.43
4373523,930,6245761.57,590107.06
3229016,930,6245636.09,590301.62
519046,930,6248505.16,591761.97
3811281,930,6248066.83,592495.29
2666566,930,6248307.89,592603.37
3232490,930,6245320.37,584274.64
537986,930,6244191.66,585362.69
3802189,930,6245491.73,589028.64
3802186,930,6245490.62,589030.18
3802187,930,6245491.73,589030.54
3564955,930,6245492.42,589029.59
546297,930,6245314.5,590499.33
3804903,930,6241312.08,580930
3804905,930,6241313.58,580929.13
538429,930,6243557.35,585287.91
2294116,930,6246918.08,589679.28
537945,930,6242467.26,583767.95
4378154,930,6242402.27,583677.16
1841383,930,6240373.5,588417.05
2088262,930,6240016.28,588427.62
547433,930,6239995.89,588058.94
547714,930,6240363.4,588554.56
2656628,930,6239831.91,587969.43
2666684,930,6252497.17,596626.02
4857538,510,6224987.48,604982.12
2660104,510,6238846.37,585380.09
3821678,930,6226424.3,586365.31
3801907,930,6245317.51,590712.43
4375379,930,6245590.8,589761.54
2088469,290,6245364.32,590013.48
4384629,320,6247566.88,598197.02
545890,330,6241863.92,591247.58
2666586,910,6254798.86,594141.16
2656644,910,6240140.55,588502.43
519110,910,6252609.92,596710.22
5018631,930,6247154.21,597230.87
5018633,930,6247154.21,597232.6
1848801,930,6240472.21,591206.42
2983578,920,6240994.39,587040.48
5120796,390,6247712.96,599058.35
546282,930,6239017.85,598242.33
2413559,930,6245116.95,590341.27
1263152,930,6245681.47,589642.3
3802212,930,6241114.63,587385.89
3802211,930,6241114.63,587384.15
547343,910,6242287.77,592878.21
5088232,920,6241096.8,587636.11
546302,510,6239679.08,589575.08
3228698,910,6239778.11,589430.59
5249383,930,6241170.09,587179.04
5164350,930,6244657.12,603348.5
4038996,120,6247445.41,598435.59
3801678,210,6240664.44,586187.9
3801744,320,6240411.61,591625.81
546782,320,6240437.24,591521.45
2091970,320,6241558.7,581667.96
2091969,320,6241562.95,581679.88
538559,120,6244596.65,585256.06
537864,120,6242293.4,581806.57
2088275,430,6240426.99,591311.9
5038851,910,6223571.65,594511.17
536809,320,6244585.85,585043.26
4378632,210,6244787.58,579512.54
546117,210,6240543.01,592471.85
3804651,210,6243694.47,576586.88
3805245,210,6243425.26,576966.41
3805244,210,6243423.76,576965.54
2659861,210,6245423.82,580703.2
517560,210,6250420.21,591595.36
517559,210,6250495.55,591963.44
517561,210,6250497.55,591963.44
517266,930,6245885.71,594411.47
3804533,930,6241876.28,586519.22
3804532,930,6241877.28,586520.22
4105668,310,6228587.05,603704.3
537002,120,6244073.04,585446.18
537000,120,6244064.35,585483.47
537004,120,6244057.21,585510.41
3805003,210,6247434.66,576683.01
3805004,210,6247434.66,576681.28
1267029,120,6247431.56,598399.26
2656747,930,6241214.46,587460.54
538952,930,6243293.97,586471.69
3239018,130,6247500.08,598424.62
518953,130,6250928.51,587056.83
2667081,930,6245447.68,593511.69
2667078,930,6245449.18,593510.82
2667079,930,6245447.68,593509.96
518680,930,6246590.02,593774.55
3805021,230,6240173.89,584089.66
2666486,230,6252773.83,596558.35
1848751,230,6253086.29,597032.89
537006,120,6244035.19,585467.44
3232794,120,6244239.46,585428.22
3232528,120,6244031.26,585480.69
538513,120,6244052.36,585287.97
2091182,120,6244054.34,585305.21
2091514,120,6244091.42,585316.58
4377998,120,6244072.17,585213.91
1391133,120,6244114.78,585199.41
488631,210,6227521.98,592359.25
2107657,210,6228720.78,589254.71
488419,210,6226749.22,594935.78
488488,210,6227353.74,594707.61
488486,210,6227351.93,594707.03
488490,210,6227351.93,594708.2
3249203,210,6228608.02,595297.37
1275058,930,6239230.05,598226.25
3811322,930,6245528.75,597197.9
3811323,930,6245526.75,597197.9
2107744,210,6227443.11,593142.24
2107743,210,6227421.14,593180.25
2107741,210,6227443.11,593144.24
2107742,210,6227442.11,593143.24
3249262,210,6227694.83,592369.96
3249261,210,6227692.83,592369.96
3821373,210,6228880.28,593795.66
3821372,210,6228882.28,593795.66
3452809,210,6228881.28,593794.66
3821376,210,6228925.17,593600.7
488452,210,6226958.06,593291.43
488454,210,6226957.06,593290.43
488451,210,6226956.06,593291.43
517776,120,6247324.28,597949.35
3811601,120,6247406.2,597870.53
518251,120,6247287.22,598014.21
517778,120,6247327.82,597920.27
4385070,120,6247374.36,597941.3
2088582,220,6240456.03,591464.6
518250,130,6247307.81,598011.38
537998,120,6244120.7,585361.87
518133,120,6246968.16,598487.51
545925,930,6238970.03,598086.89
3238933,120,6247528.53,597943.63
517355,120,6247060.53,598438.25
2098391,120,6247066.23,598472.46
517357,120,6247087.34,598436.65
2675820,120,6228051.55,604354.81
1579803,120,6247018.53,598516.79
2097971,120,6246994.37,598520
517508,120,6247399.86,597819.45
2666598,120,6247256.77,598601.48
3232059,130,6243644.93,585230.81
536802,130,6244606.83,584980.66
2659574,130,6244462.43,585166.72
2091507,130,6244250.61,585257.18
4378981,130,6241667.96,581181.33
487073,210,6235864.94,593482.02
487071,210,6235864.44,593482.39
547173,210,6237109.77,596165.35
3238924,210,6242058.93,600325.08
4016992,210,6241164.74,601488.91
3811350,210,6243684.49,602958.43
3238925,210,6242071.7,600167.99
2666899,140,6249742.59,592962.41
537850,140,6242238.23,581795.87
2667051,120,6247077.25,598511.78
2091898,130,6244398.86,585194.58
536934,120,6242182.02,582012.51
4385337,210,6245790.12,595804.76
3810936,120,6247238.63,597801.42
518182,190,6249874.61,592520.38
2097704,210,6253375.21,600456.98
2092170,210,6248560.88,584244.39
2088990,210,6245043.23,588709.86
2088989,210,6245041.23,588709.86
2091763,210,6245477.87,575035.65
484280,210,6232730.47,594484.25
518716,210,6251921.08,603408.84
518715,210,6251919.58,603407.97
517975,210,6253961.66,596397.3
4378578,210,6246310.2,576642.73
517989,210,6256253.13,596162.16
2666268,210,6253053.8,600350.98
2091850,210,6249476.46,578346.39
4384789,210,6251125.74,597978.62
4384786,210,6251127.16,597978.62
518197,210,6250317.84,592381.9
518576,210,6251753.2,603198.58
518579,210,6251800.35,603177.29
537426,210,6247601.76,577122.05
1828790,210,6246940.02,578717.67
3805001,210,6247448.59,576422.37
537425,210,6247601.76,577124.05
2659748,210,6245833.54,579316.57
4378641,210,6246095.05,577970.23
2659710,210,6245234.87,580504.3
546356,150,6240580.19,591254.65
3805059,140,6244595.65,584905.33
3233016,140,6242827.95,581567.27
3233015,140,6242857.74,581609.99
3232691,140,6242818.95,581516.94
3232337,140,6242214.19,581417.63
4378985,140,6244713.55,584998.59
2091574,140,6244216.88,585066.61
1567904,140,6252844.33,596522.2
3239510,140,6250952.38,587268.85
4385312,140,6250959.85,587272.78
2098087,140,6250967.61,587276.84
517496,140,6250984.63,587287.49
2098091,140,6250991.05,587290.74
3811586,140,6251001.03,587294.33
517497,140,6251015.8,587302.65
2098092,140,6251023.53,587306.3
517498,140,6251031.92,587310.3
3239511,140,6251047.66,587319.01
2098093,140,6251055.52,587322.35
1716971,930,6244775.44,586147.16
3811004,140,6252622.64,596771.58
519352,140,6249365.55,592888.97
3238950,140,6249427.45,592911.22
3239296,140,6249400.88,592781.32
2097604,140,6249438.01,592914.11
3238764,140,6249586.49,592286.03
519274,140,6249554.03,592534.33
4378415,140,6244656.78,584925.76
2097904,140,6249397.51,592807.41
2660331,330,6244597.3,585057.87
517899,330,6249411.37,592731.16
517900,330,6249412.37,592731.16
488785,140,6228830.16,603524.5
2091377,910,6240687.68,581296.56
4378956,910,6241756.92,580680.82
517324,910,6245400,595320.92
517299,910,6245436.77,595316.08
2666567,910,6248299.7,592598.76
1854029,910,6240948.96,587286.69
3239036,910,6248741.7,591043.44
2656995,910,6245464.55,589890.44
547285,910,6245392.55,589961.46
538054,910,6245910.22,579473.34
518989,910,6250092.15,597649.24
518987,910,6249989.15,597729.78
546032,910,6245146.48,590123.27
2659762,910,6244697.95,585131.63
2659701,910,6245906.36,587275.5
536803,910,6244589.8,584971.5
3232434,910,6244302.91,584304.29
3804782,910,6239861.81,579344.18
3232212,910,6245948.67,585812.71
3805060,910,6244596.06,584906.1
2666562,910,6248403.35,592409.58
2656774,910,6245899.5,589681.4
545883,910,6242141.43,591240.97
4375441,910,6244689.02,590360.49
3239213,910,6250516.35,587697.99
3239434,910,6253443.11,589915.03
4087266,910,6250569.06,587658.33
518115,910,6250546.99,587697.6
3239217,910,6250502.97,587731.76
4378964,910,6243159.34,586283.04
3239368,910,6249426.82,592795.77
2952226,910,6250456.12,587371.55
3811061,910,6249504.2,592674.58
517557,910,6250051.97,591284.18
517939,910,6250577.79,587369.55
518919,910,6250491.04,587360.04
2097970,910,6250563.56,587591.65
2098103,910,6250847.64,587109.04
4385095,910,6250331.05,586360.33
3804955,910,6250226.9,577158.21
538249,910,6245402.1,580020.64
3232207,910,6251654.77,576725.02
537433,910,6247466.21,577778.91
3239143,910,6248188.51,597829.58
1402279,910,6250886.28,587267.82
4385025,910,6251249.83,586954.05
3804773,140,6244739.89,584872.47
3232793,140,6244319.97,585320.16
3811075,320,6249526.75,592528.69
517599,210,6250769.69,604153.03
3232375,390,6249358.1,577911.96
4375625,390,6245586.66,590258.6
1557502,320,6249448.72,592922.92
536829,130,6244293.61,585303.45
3804657,130,6244302.1,585224.14
3804658,130,6244270.79,585261.01
538493,130,6244284.11,585241.63
4378722,130,6244339.74,585299.39
2091901,130,6244293.49,585344.39
536828,130,6244311.3,585282.99
3238977,930,6249896.43,597838.88
518068,930,6248809.81,596332.99
4378061,930,6245998.83,574662.85
518220,930,6251562.01,592563.83
3232810,930,6247831.88,577556.36
3232811,930,6247830.38,577555.49
3232812,930,6247830.38,577557.22
538382,930,6249172.71,580077.92
2092016,930,6249363.45,580030.01
517981,930,6250251.32,589970.11
519845,930,6249635.67,591991
1263154,920,6240507.05,591082.43
2097769,930,6250327.6,591818.33
2097770,930,6250325.6,591818.33
2097772,930,6250326.6,591817.33
2667063,930,6250618.63,593005.77
3505015,930,6247274.46,598442.19
3505017,930,6247316.9,598403.92
2659732,930,6248029.84,584283.31
2667029,930,6248974.68,594768.15
4384751,930,6249012.51,596854.88
518656,930,6248709.41,596796.12
2097675,930,6248914.54,596795.18
2659850,930,6244950.87,574487.46
1781551,930,6243752.79,573434.36
1781552,930,6243753.91,573434.72
537290,930,6244132.4,573288.59
537291,930,6244131.4,573289.59
537292,930,6244132.4,573290.59
1841422,930,6246063.34,579243.61
1841423,930,6246061.53,579244.2
1841424,930,6246062.64,579244.56
1841425,930,6246061.53,579243.03
2975080,930,6246593.88,579416.46
2975081,930,6246592.38,579415.59
2975082,930,6246592.38,579417.32
2091262,930,6247688.14,585178.26
1764956,930,6245917.19,583728.57
3804923,930,6247541.28,581912.63
3804924,930,6247539.78,581911.76
4054820,930,6249821.92,581119.49
4054822,930,6249835.24,581125.99
537709,930,6246017.36,579395.16
537708,930,6246018.86,579396.03
537707,930,6246017.36,579396.89
4377827,930,6250223.36,585575.87
3232601,930,6249776.1,582368.78
537756,930,6247331.91,582117.44
537755,930,6247333.91,582117.44
537195,930,6249963.6,582032.98
537196,930,6249963.6,582031.25
537372,930,6249130.34,584006.16
4394588,930,6226370.65,606537.11
4394587,930,6226371.65,606538.11
1684800,930,6241962.31,581578.26
3821490,930,6226857.55,588424.2
2097430,920,6249655.86,592483.78
3228664,920,6240068.64,588444.23
4385178,930,6249470.08,592746.79
517904,930,6249416.46,592802.44
5001763,930,6249954.49,580792.48
4134931,930,6240301.16,591803.94
2946315,930,6241317.28,581800.62
537873,930,6242602.39,581922.16
2659785,930,6239171.98,578748.3
2091879,930,6242913.67,580180.45
537634,930,6239978.92,579098.21
3804795,930,6240175.74,584075.06
538755,130,6243975,585364.25
2402445,130,6243807.42,585153.99
3229215,930,6239021.99,597165.97
4378311,930,6249220.95,580872.12
518414,930,6249877.98,592724.61
4384715,930,6249857.49,598000.08
537495,930,6239722.83,583501.37
519065,930,6247927.86,590176.04
519066,930,6247929.36,590175.17
3232813,930,6247864.08,577549.98
2876569,930,6240183.61,591729.23
538334,930,6242472.63,581092.6
2097725,930,6249531.31,592395.76
517883,930,6249448.9,592630.2
519017,930,6250243.66,587647.14
518396,930,6251034.71,586993.51
2659980,930,6250007.06,579230.38
2659979,930,6250007.06,579232.12
4075952,930,6250043.52,577103.29
4075953,930,6250042.02,577104.16
4075954,930,6250042.02,577102.43
2666636,440,6249877.61,592602.15
1802412,910,6249430.26,593042.18
3238957,910,6249474.21,592942.37
518415,910,6249875.98,592724.61
2666581,910,6250736.61,587290.47
4797083,910,6244384.99,585187.89
4795805,910,6238854.46,609333.52
1402276,910,6249790,592364.9
2098167,910,6250145.46,593220.29
3228883,910,6240867.88,587555.23
517441,320,6247410.47,598197.56
2659948,410,6242205.43,581500.37
1303377,230,6239012.92,598073.58
2666462,320,6242183.92,600153.33
1846430,920,6239743.49,597510.32
3801955,920,6237251.8,600050.38
2307244,320,6249612.35,594995.82
3436008,120,6218049.35,593958.75
3232512,120,6242450.8,581832.2
4118561,930,6249958.38,593075.65
1802409,910,6250499.62,587389.01
2098166,930,6250156.29,593233.34
4065540,920,6238910.22,598010.64
546168,920,6244863.85,590291.36
3801966,930,6240106.03,587926.95
2666881,930,6250221.26,601105.8
2098124,930,6249581.89,600824.24
2098125,930,6249609.34,600842.48
3232849,930,6240114.13,582658.25
3232850,930,6240115.63,582659.11
4373583,930,6241760.46,592039.07
4373582,930,6241761.46,592040.07
3803461,320,6252551.19,596638.41
2328822,930,6248569.16,576483.35
2097715,130,6247345.52,598195.48
3545011,130,6243818.65,585177.36
4378283,320,6242008.39,581560.84
3238969,320,6250703.73,587113.38
3239380,320,6249564.09,592980.13
1637786,320,6242079.14,581480.99
2097983,530,6250065.48,592016.3
519671,530,6247084.54,597781.1
2091407,330,6242228.07,581414.27
4375506,230,6244332.01,594073.33
4378553,320,6243846.86,572155
3801849,920,6241407.94,587598.23
3229634,920,6240924.43,586775.82
3239265,210,6244758.2,603457.23
518159,210,6244914.63,598417.13
3803491,210,6246615.51,599558.41
490694,120,6228379.26,604162.99
3811453,930,6247316.9,598402.19
2660203,930,6246506.16,578457.46
2660071,930,6248980.65,581913.89
2660072,930,6249269.86,581895.41
3232377,930,6248812.44,578547.44
3232376,930,6248814.44,578547.44
1318674,930,6249264.41,577727.42
1318676,930,6249262.41,577727.42
2659901,930,6245645.28,579859.57
4378413,930,6250392.56,578520.64
538248,930,6245400.1,580020.64
2952227,930,6250454.12,587371.55
4385326,930,6249932.92,591277.81
3811224,930,6250352.23,587594.82
2097777,930,6250188.29,591173.19
1824488,930,6247504.43,581886.79
2666514,930,6250647.21,587208.15
518924,930,6250636.02,587217.38
3238959,930,6250351.01,587624.45
2088631,910,6241497.04,591846.68
538101,910,6249651.6,575095.01
547662,910,6240608.32,591861.64
537899,910,6242346.04,581678.93
4378441,910,6241758.5,582597.01
3563594,910,6240320.53,591069.15
2088429,910,6240483.78,590904.7
3232348,910,6242449.86,581287.16
1781174,910,6242387.48,581083.32
3804687,910,6247183.43,578517.93
3804689,910,6247182.86,578484.86
537220,910,6245909.87,576399.83
518241,910,6251672.05,593073.54
3232569,910,6251075.08,575516.47
2091533,910,6241827.97,581673.26
2091710,910,6245790,576469.08
3232808,910,6245788.14,576703.88
3231886,910,6246044.13,576504.04
518212,910,6250068.99,592555.67
3238770,910,6249740.25,592368.3
2091519,910,6248858.91,578866.57
519286,910,6249531.78,592049.98
2675520,120,6228072.78,604092.32
2106763,120,6228150.59,604138.76
3820043,120,6228144.91,604064.4
491779,120,6228043.56,604312.84
4394106,120,6228434.06,604163.13
2675838,120,6230612.78,604237.16
491409,120,6228380.85,603905.49
3248563,120,6228433.96,604051.91
2676147,120,6228377.01,604047.77
3820662,120,6228383.19,604083.83
491783,120,6228117.38,604275.26
2675824,120,6228018.83,604281.69
3279563,120,6228206.01,603839.35
3820236,120,6228208.59,603694.29
3279565,120,6228195.74,603762.15
2657019,120,6240241.44,591507.14
3821403,930,6228910.9,587015.55
3821404,930,6228909.9,587014.55
4394668,930,6229066.78,586804.18
2108200,930,6234156.6,592504.66
1764957,910,6245918.19,583729.57
538017,910,6246518.98,582882.99
537097,910,6248946.14,581933.34
4393644,930,6228377.93,603775.43
490464,930,6228995.11,603751.33
2108198,930,6234181.93,592500.21
2660073,910,6249271.86,581895.41
3232553,910,6249094.75,582160.95
518510,510,6250084,591037.12
1812098,530,6242599.31,581091.56
488319,910,6228811.37,589185.71
3811050,910,6247202.79,597943.67
1802407,910,6247477.73,598016.08
2098389,910,6250338.84,596119.82
517352,910,6250289.58,596231.16
3804698,910,6238889.44,578947.69
2091692,910,6239856.27,580522.39
3250187,910,6221407.35,595468.54
490463,910,6228995.81,603752.28
4393645,910,6228375.93,603775.43
3239348,910,6247039.68,598454.1
4385318,910,6247433.26,597675.33
2666597,910,6246898.29,597546
518252,910,6247280.61,597993.48
